post_title,post_url,likes,post_year,post_month,comment_body,comment_likes,comment_year,comment_month,source,place,review_count,helpful_votes,date_exp,month_exp,year_exp
Costco Demands Control if My Life,https://www.sitejabber.com/reviews/costco.com#1334,0,2020,November,"I pay almost $80 per year to visit Costco, drive almost 200 miles each way, burn more than a tank of gas each, drive on 2-lane dangerous highways and put 400 miles on my car.
Now I try to make an order, having well over 150 favorite places on my PC, but I forget my Costco password, create new password, but it doesn't work, then locks me out after four tries. I am told I must create a new password, so when I do I am told I can't use it because I have used it before. I contact costco stating I have been a member if costco from three different states over the past 24 years, I only use certain password on websites I allow my credit card on file, they say ""NO, YOU CANNOT USE THIS PASSWIRD EVEN UF UTS BEEN 17 YEARS SINCE YOU HAVE USED IT"" so I tell Costco all I buy at your store is coffee and paper towels so I guess I can go back to Folgers and store brand paper towels and save a ton if money, had, miles on my car and headache driving on a dangerous 2-lane highway because I PICK MY PASSWIRD NOT COSTCO. If someone uses my account illegally I am responsible not Costco there Costco WILL NOT pick my password for me, I will pick whatever I want so long as I used the amount of character required otherwise cancel my membership, I am sure my local market will enjoy my money as much as Costco.","Date of experience: November 8, 2020",2020.0,November,sitejabber,Arizona,1,1,2020-11-08,November,2020.0
Battery warranty,https://www.sitejabber.com/reviews/costco.com#2197,0,2023,July,Battery warranty is prorated now when it had a three year warranty free exchange don't buy there battery you get scammed rip-off,"Date of experience: July 24, 2023",2023.0,July,sitejabber,California,1,0,2023-07-24,July,2023.0
One of my favorate online store,https://www.sitejabber.com/reviews/costco.com#915,0,2017,March,,"Date of experience: March 13, 2017",2017.0,March,sitejabber,Hong Kong,1,0,2017-03-13,March,2017.0
Great deals,https://www.sitejabber.com/reviews/costco.com#891,0,2017,February,,"Date of experience: February 15, 2017",2017.0,February,sitejabber,GB,3,12,2017-02-15,February,2017.0
Just love the store,https://www.sitejabber.com/reviews/costco.com#911,0,2017,March,,"Date of experience: March 9, 2017",2017.0,March,sitejabber,Canada,10,5,2017-03-09,March,2017.0
Costco never answers,https://www.sitejabber.com/reviews/costco.com#927,0,2017,April,,"Date of experience: April 1, 2017",2017.0,April,sitejabber,Virginia,1,1,2017-04-01,April,2017.0
My order is Cancelled,https://www.sitejabber.com/reviews/costco.com#1126,0,2018,October,,"Date of experience: October 5, 2018",2018.0,October,sitejabber,New Jersey,2,4,2018-10-05,October,2018.0
Used to be good,https://www.sitejabber.com/reviews/costco.com#1966,0,2023,February,A customer ran over my foot with his cart two months ago and to this day their risk management has gaslighted me,"Date of experience: February 3, 2023",2023.0,February,sitejabber,California,11,33,2023-02-03,February,2023.0
No customer service for buying appliances at Costco.com,https://www.sitejabber.com/reviews/costco.com#1211,0,2019,July,"I ordered a washing machine online at Costco.com. The price was in line with other retailers.The delivery truck showed up within the time window I was given. However, the driver said he couldn't find the washing machine in his truck. He had the paperwork which he showed me and did not understand why the machine was not in the truck. He said he would call his office and someone would be in touch with me shortly. After about 10 minutes, the trucking company called and apologized for someone not letting me know sooner. The problem was, the washing machine that was sent to their warehouse was badly damaged. They did not even put it on the truck and notified the manufacturer immediately. This was on a Thursday. I was told they would deliver a replacement on the following Tuesday but I would receive another call to confirm that. Finally on Monday night, after not hearing from anyone, I called Costco because no one had notified me of a delivery. I did not want to have to wait all day and the customer service rep got in touch with the manufacturer who in turn got in touch with the shipper and said The delivery would be between 930 and 130 the following morning. I asked the Costco rep if they would do anything to compensate me for the aggravation. The response from the rep was what aggravated me. He told me it was not Costcos fault it was the manufacturers and/or shippers fault. I told him I understood that but, I paid Costco for the merchandise and feel it is up to them to throw me a bone Because I am a loyal customer. I was in retail for many years and believe you have to keep customers happy to keep them coming back. Problems with orders are a part of doing business. I feel Costco should have compensated me in some small way for my inconvenience. It would be up to them to be re-compensated from the manufacture. IMHO.","Date of experience: July 30, 2019",2019.0,July,sitejabber,Pennsylvania,1,1,2019-07-30,July,2019.0
Fingernail Clippings in my Costco prepared pasta meal,https://www.sitejabber.com/reviews/costco.com#2388,0,2023,November,"On October 2,2023, I bought a penne chicken alfredo (prepared meal) at the Costco in Ottawa on Hunt Club. While eating it the next day I got a mouthful of fingernail clippings in that meal - 3 of them and I stopped eating, it turned my stomach and was horrifying, sickening. There could easily have been more.
I called them immediately about it: I followed their instructions to go into the store and I completed their ""report"", got my money back for the pasta; they told me to keep it in the freezer, that their legal team was reviewing it. Over the next month and a half I was blown off 3 times when trying to follow-up. This company profited over $30B USD last year on our backs and that value grows annually. They profess about values and ethics on their web-site. I would think that customers are of value to Costco. Over the years that my husband and I have been members, we have spent probably tens of thousands there, I have always loved the store. But to be blown off so easily by them for a health and safety violation like this - what appears to be a form of sabotage because that sort of thing is not an accident - I realize there is no customer appreciation or respect at all, something that really surprised me. Customers are not valued and I am left to feel like I am lying about it. So I share with the public here that any prepared food in clamshells or other unsealed containers that Costco sells are subject to pubic hair, crusty snots, spit, anything: their answer to me was that I was free to go ahead and pay to have the pieces scientifically tested (which I am sure they know the average shopper will not do). So be careful. The Manager there simply told me that it was ""not possible"" that his staff put the nail clippings in the food ""because they wear gloves and they just wouldn't do that"". Their corporate response was similarly as dismissive. They suggested outlandishly that the pieces could be chips of uncooked pasta mixed in with the saucy, cooked penne. I used to bite my nails: they were FINGERNAILS. I could not believe it, I am really shocked. Please share with others as a warning, all Costco customers have a right to know that this can and did happen.",,,,sitejabber,Canada,1,0,,,
Online purchase,https://www.sitejabber.com/reviews/costco.com#1157,0,2018,December,"IStart out by saying we have never had any problems when we have bought stuff at Costco and returned it to the store, I will never ever recommend to buy anything from them that you cant return to the store. We bought a washer and drier set from them and it started out bad took 8 days to get and after they installed them tried them and the drier wouldn't heat up, so we called them and it took them 10days to get the second new drier to us. A week later the washer started acting up so we called and said come get them, they came out with in 5 days to pick up, that was Nov 17 2018 and on Nov 21 2018 we got part of the refund back? It is now Dec. 17 2018 AND WE STILL haven't got the total refund. SO I WOULD SAY DON'T EVER EVER BUY ANYTHING FROM THEM THAT YOU CAN'T RETURN TO THE STORE. We are beyond frustrated, This has been the worst customer service we have ever had anywhere. We have been lied to at least 3 times they tell us we will have someone call and follow up and no one has called yet. Update 12 19 18 after getting off the phone again yesterday they are hopefully going to credit us the rest of the refund. So I hope its all taken care of. I still say don't buy anything from Costco that you can't return to the store.","Date of experience: December 17, 2018",2018.0,December,sitejabber,North Carolina,1,4,2018-12-17,December,2018.0
Patio furniture,https://www.sitejabber.com/reviews/costco.com#1042,0,2018,April,"I made the error of using the Costco online service. I didn't realize they didn't take responsibility for the things they sell on the website. I purchased an outdoor patio set made by RST Brand on March 10th. It was delivered on April 10th with a shattered top to the fire table. I purchased it specifically for my wife's memorial service we held at our home on April 14th. The shipping company blamed RST, saying most of the stuff shipped to them for delivery is broken or missing pieces. I called Costco and they told me ""its an RST item and not a Costco problem, that's how it works"". I called RST and have not had any luck getting the replacement piece for the table. Its April 18th and I am left with 6 huge boxes sitting on my patio. I didn't have comfortable seating for the older people who attended the memorial service. Worst of all during the worst and most challenging portion of my life, they have given me a part time job of trying to get the broken piece of the set to my house and assembled. Its heartless. I explained it to one Costco employee and she said ""people die, not our problem... call RST and tell them about it"".
April 18th - I called the delivery company today, they have contacted both Costco and RST several times and received no response from either. I called Costco and they said it is an outside vendor and they cant and wont do anything to help me (but she did wish me ""good luck"". I called RST and the women who answered (Jessica) said her records show the item was delivered without issue and showed no notes in my account. I have spent easily 3 hours on the phone with RST from April 10th to today.
Costco sells items online they don't stand behind, the companies who are third party vendors blame Costco and disappear and the delivery company is stuck being blamed for everything but are powerless to do anything.
I have called everyone... I don't know what to do. I would never buy using Costco online again. They have made the most difficult part of my life and time my family should have to grieve into a part time job of trying to get a patio set I paid for in early March.","Date of experience: April 19, 2018",2018.0,April,sitejabber,Illinois,1,2,2018-04-19,April,2018.0
Poor customer service,https://www.sitejabber.com/reviews/costco.com#1109,0,2018,August,"After being a BJ's member for over 18 years, I decided to switch to COSTCO in 2015 reason being BJ's level of customer service has been in the declined for the past 5 years. BJ's Membership is much cheaper than COStCo, so I ended switching and paying more at COSTCO. I have to say COSTCO produce and overall shopping experience has been a knockout since my very first day. This past Sunday at the Miami Lakes, Florida store I had a very nasty experience by the front end manager Conrad. I needed help loading and transferring a dining set to the front end cashiers. I asked Mr. Conrad for help as he was standing in the front by the cashiers. His response? You need to get a CART and load it YOURSELF. I was stunt by his response, I explained it was bulky and heavy and again he referred me to self service That is the way everyone does can't help you. I ended getting help from Luis and Robert, the dining set was taken to the rear of the store I paid for it and picked up at the rear of the store. Mr. Conrad needs remedial training on Customer Service, I called COSTCo Headquarters this morning and explained the experience. The person taking the call appeared to be nonchalant and did not offered any reasonable resolution other than to write a complaint to the store manager which I respectfully declined. This is a prime example as why stores like Woolworth, Eckerd Drugs, ZAYRe, K mart, J Byron's all disappeared POOR CUsTOMER SERVICe. My membership # is ************** this took place 8-12-2018. I will be going back to BJ's tomorrow.
D. Cisnero Hialeah, Fla.","Date of experience: August 13, 2018",2018.0,August,sitejabber,Florida,2,4,2018-08-13,August,2018.0
Very poor clothes dryer installation!,https://www.sitejabber.com/reviews/costco.com#2167,0,2023,July,"We bought a washer and dryer from Costco and the installation was beyond horrible. They sent the LONG flimsy connection hose for the dryer which comes standard with the dryer. The installers looped it around in circles after they connected it, pushed it against the wall and it wouldn't vent. Why didn't they cut the flimsy hose to make it fit properly? The instructions in the installation manual clearly state in a picture that is the WRONG way to install it! We called them back to install it properly and the installation people said they couldn't install it properly because I DIDN'T HAVE THE PROPER HOSE TO INSTALL IT! If I had been satisfied with the hose they sent with the dryer I would have to pull my dryer out 2 1/2 feet from the wall to make it vent properly. That amount of space would have taken up most of the width of my laundry room. I asked them to reverse the door and they said they didn't know how to do it! I spoke to the installation manager, Michael, who said the reverse of the door wasn't in the work order. What an excuse for sending people to perform repairs who aren't qualified to do the work! Never accept Louise and Hulio to do any installations for you. I have always been a devoted Costco consumer purchasing everything from them, carpet, blinds, appliances, groceries, household items, ect. But never again!","Date of experience: July 12, 2023",2023.0,July,sitejabber,Pennsylvania,1,0,2023-07-12,July,2023.0
If you buy online - you better hope there are no issues!,https://www.sitejabber.com/reviews/costco.com#1292,0,2020,June,"I ordered a playset from Costco on May 7th. The playset arrived on May 12th in the evening so we waited until the next day to open it so we could put it together. On May 13th, upon opening it, I realized it had been damaged in transit and called to request placement parts. It is now June 21st and we still do not have replacement parts for the 11 pieces that were damaged. I have called every other day to get information on when my parts would be shipped. Nothing. I have received 3 emails total: May 15th, May 31st, and June 1st. I've spoken to ONE supervisor. Each customer service representative told me they would contact someone but no one EVER contacted me back. I was always pushed to the back burner and I'm tired of it. DO NOT ORDER ANYTHING FROM THEM ONLINE! If anything is wrong it will take weeks or MONTHS for them to rectify the situation... if they fix it AT ALL. This was meant to be a birthday present for my kids since we couldn't have a birthday party this year due to the pandemic. My kids are extremely disappointed, which makes me more mad. Don't do business with Costco Online orders... unless you like to be ignored and not have the product you paid (over $1500) for.","Date of experience: June 21, 2020",2020.0,June,sitejabber,Texas,1,1,2020-06-21,June,2020.0
Glad they Built it,https://www.sitejabber.com/reviews/costco.com#303,0,2015,October,,"Date of experience: October 4, 2015",2015.0,October,sitejabber,Tennessee,10,19,2015-10-04,October,2015.0
Love Costco,https://www.sitejabber.com/reviews/costco.com#247,0,2015,August,,"Date of experience: August 3, 2015",2015.0,August,sitejabber,Georgia,7,9,2015-08-03,August,2015.0
Best steaks ever #,https://www.sitejabber.com/reviews/costco.com#640,0,2016,May,,"Date of experience: May 16, 2016",2016.0,May,sitejabber,Louisiana,4,4,2016-05-16,May,2016.0
Medical malpractice in a Retail Warehouse!,https://www.sitejabber.com/reviews/costco.com#1371,0,2021,March,"Forced masks today - forced anal swabs or vaccinations tomorrow.
I was followed by Costco employees this weekend - who ALL encroached in my 6ft social distancing space - to follow me with their walkie-talkie throughout the store until I wore a face mask, and then wore one to their satisfaction. After being approached several times, I walked to the most distant self-checkout station they had to leave the store (to avoid any more confrontation) and to complete my purchase. This was enough for the puny, power-tripping middle manager who thought it was in everyone's best medical interest (he's not qualified to make medical decisions for me or anyone around him) to come face to face with me violating the rules he was harassing me for and violently yank my shopping cart away from me, telling me that I would not be shopping with Costco today. I said that I had finished shopping and was leaving, but since he treated me that way I would be closing my account. He said ""fine"" and ""great"" and walked me to Customer Service - where I waited for 10-20 minutes, maskless, in a crowded area (violating the policies he was harassing me for some more) for my refund. During this time he proudly proclaimed that Costco was a ""private"" company and therefore could impose any policies it wanted... but despite being medically ignorant, he is also ignorant to the fact that Costco is a publicly traded company with obligations to a diverse body of shareholders.
Costco, attempting to control the medical behaviors of its customers is engaging in medical malpractice and is imposing prejudiced politics. Masking is not statistically significant in preventing coronaviruses - all the good doctors know this. No customer is required to use the doctors or politicians that Costco has chosen to consult with and Costco is not qualified to give medical advice to it's customers.
Costco has harassed its own customers, proudly engaging in medical malpractice and prejudicially enforcing politics. I have removed my 20+ account that was renewing at the executive level yearly.
I will not do business with Costco, I will not invest with Costco and I will no longer recommend or shop at Costco.","Date of experience: March 8, 2021",2021.0,March,sitejabber,Arizona,1,2,2021-03-08,March,2021.0
Excellant,https://www.sitejabber.com/reviews/costco.com#415,0,2016,January,,"Date of experience: January 22, 2016",2016.0,January,sitejabber,GB,2,2,2016-01-22,January,2016.0
Loving here,https://www.sitejabber.com/reviews/costco.com#439,0,2016,February,,"Date of experience: February 8, 2016",2016.0,February,sitejabber,Philippines,41,35,2016-02-08,February,2016.0
Great store,https://www.sitejabber.com/reviews/costco.com#596,0,2016,May,,"Date of experience: May 1, 2016",2016.0,May,sitejabber,Louisiana,2,20,2016-05-01,May,2016.0
Need Help Understanding Costco,https://www.sitejabber.com/reviews/costco.com#2053,0,2023,April,"Sorry to bother everyone but had a little problem at Costco today and just wanted some answers. I have a 3 1/2 lb service dog. Who has all her credentials and paperwork. Today I went to the Costco here in Mississauga, Ontario. I showed her card at the door with NO problems. I proceeded to the ladies room. I received a call. When I came out I was on the phone, I was walking towards my Dad. The lady from the self check out followed me. She may have said excuse me but I did not hear as I was on the phone. She then decided to smack the display I was beside right beside my head. She did this so loudly that everyone waiting to check out turned to look at us and see what was going on. The person on the phone with me thought something bad happened. She then proceeded to yell at me about my service dog. I said she was a service dog and showed her card. Then she went away. I was embarrassed, my dad was as well. This is not the first time Costco employees have treated me like a second class citizen because of my service dog. Last time I went to Costco at Winston Churchill and Dundas here in mississauga, The lady at the door refused to let me in until I told her WHY I had a service dog. At that time I was told that it was Costco's Policy to ask. I did try to phone head office but no one would give me the time of day. So now my questions are.
IS IT COSTCO'S POLICY TO TREAT CUSTOMERS WITH DISABILITIES LIKE CRIMINALS OR SECOND CLASS CITIZENS?
IS IT COSTCO'S POLICY TO EMBARRASS THERE CUSTOMER'S WITH DISABILITIES AND SINGLE THEM OUT?
WHY DOES COSTCO'S HEAD OFFICE NOT CARE ABOUT WHAT IS HAPPENING TO THERE CUSTOMERS AT THE STORE LEVEL?",,,,sitejabber,Canada,2,0,,,
Pathetic BEWARE BEWARE BEWARE,https://www.sitejabber.com/reviews/costco.com#1434,0,2021,November,"On November 6th Costco was supposed to deliver a new washer and dryer. It showed up damaged so on the 8th we canceled the order, they said the money for the unit would be deposited in 5 days. At the 5 day mark the money was not deposited as promised, we called the on line service and was left on hold for 30 minutes. When we finally were able to talk to a person they said that the cancellation was reversed for some unknown reason and that it would be another 5 days, being patient we said ok. On the 18th of November again when the deposit was not made we went into the local Costco for them to tell me that they don't have any control of the online service and that it is managed by an outside entity, but they tried to help anyway and called the customer service number, they were put on hold for 30 plus minutes as well. They said it would be a few more days, so by this time we are very frustrated and feeling like we were getting the run around but had no choice but to be patient. Here it is the 23rd and we still have not seen our refund, DO NOT USE COSTCO ONLINE! THEY TAKE YOUR MOEY AND MAKE EVERY EXCUSE TO NOT REFUND IT!","Date of experience: November 23, 2021",2021.0,November,sitejabber,Washington,1,0,2021-11-23,November,2021.0
Not White Glove,https://www.sitejabber.com/reviews/costco.com#1208,0,2019,July,"I do not know where to start, we have had so many issues with the purchase of a Samsung French door Refrigerator. The refrigerator arrived very late in the evening a couple of weeks after ordering. Delivery service was polite and quick to work, the removed our front door in order to get refrigerator into our house. Once in they moved old refrigerator to garage, inserted new refrigerator into its place. As they pushed refrigerator into place they left a five inch scratch across my kitchen floor and a hole in my wood floor! They acted as that was no big deal, not their problem.
Tired of having these people in our house we just let them leave. Happy to at least have new refrigerator, waited awhile to let it cool. Went in after a couple of hours and started to put food into it. We went to bed thinking all was well, wrong.
Next morning milk was not cold! It was to warm. The refrigerator was 62 degrees! Everything was ruined! Called Costco was told to give them 48 hours to find a service tech. We waited Samsung called us to tell us that there are no service techs in our area. They can not fix our refrigerator, please call Costco warranty service for refund. Called Costco they were very helpful, but wish English was their first language not second. Told Costco would refund money and arrange for pick up of refrigerator. I was to wait 5-7 business days for someone to call me. I waited 8 business days and had to call Costco back! The gentleman said I should be getting a call from someone that day and I did, finally! Arrangements made for a week later for pick up!
On the day they were to pick up refrigerator I received an odd call from Miami, someone speaking Spanish and did not seem to hear me. I hung up, thinking it was a solicitor. Ten minutes later I get a call from that number again, this time was told by a man with a heavy Spanish accent not to hang up! He was going to be at my house in ten minutes. Okay?
The pick up people arrive, neither spoke English well but we kept going. I explained 3 times to remove front door because refrigerator is to big if they don't. Okay okay they said. They took handles off refrigerator, measured it and strapped it on to move it. They did not remove front door as I had repeatedly told them to. They wedged the refrigerator into the front door opening! Oh no they realize they have to remove the front door! They proceed to back up and remove door. Then they strap on refrigerator on again and take it out. They did come back and put my front door back on. Once they finished with my front door they leave, I went to check door to find that they scratched my door frame. Now I have to repaint! Never will I buy anything that requires delivery from Costco!",,,,sitejabber,Oregon,1,3,,,
I do all my shopping here it is a great store,https://www.sitejabber.com/reviews/costco.com#10,0,2011,June,,"Date of experience: June 21, 2011",2011.0,June,sitejabber,Illinois,2,3,2011-06-21,June,2011.0
Always great!,https://www.sitejabber.com/reviews/costco.com#393,0,2015,December,,"Date of experience: December 30, 2015",2015.0,December,sitejabber,Illinois,7,13,2015-12-30,December,2015.0
Pretty good,https://www.sitejabber.com/reviews/costco.com#412,0,2016,January,,"Date of experience: January 17, 2016",2016.0,January,sitejabber,Sweden,3,46,2016-01-17,January,2016.0
Very easy to navigate,https://www.sitejabber.com/reviews/costco.com#454,0,2016,February,,"Date of experience: February 19, 2016",2016.0,February,sitejabber,New York,3,6,2016-02-19,February,2016.0
Good,https://www.sitejabber.com/reviews/costco.com#525,0,2016,March,,"Date of experience: March 28, 2016",2016.0,March,sitejabber,New Jersey,10,9,2016-03-28,March,2016.0
Great place to buy tires,https://www.sitejabber.com/reviews/costco.com#298,0,2015,October,,"Date of experience: October 1, 2015",2015.0,October,sitejabber,Vermont,5,2,2015-10-01,October,2015.0
I like it,https://www.sitejabber.com/reviews/costco.com#317,0,2015,October,,"Date of experience: October 23, 2015",2015.0,October,sitejabber,GB,10,5,2015-10-23,October,2015.0
Discrimination,https://www.sitejabber.com/reviews/costco.com#1792,0,2022,October,"Do they discriminate against customers? Had security guard in Littleton CO literally followed me around and harass me and also took it the next level and followed me around in my condominium living complex and then had his Denver Police friends help him out as well.( j. Dennis DPD) He said he was a former police officer. Now working security at Costco. Making people do things they otherwise wouldn't shouldn't do. Entrapment, which is what I don't^ know was to come next. Harassment can cause problems. Very overconfident he could do it and get away with it. Only one lifestyle goes that far as far as I know. Did I read they were very LGBTQ friendly? I'll somewhat give him credit here though. He did at first try to be my friend by helping me move my big heavy door into my place and then point out where he lived. Maybe I wad supposed get the idea and to go over there and have some beers. I don't know. But they are pushy and hate rejection. Maybe it was my fault. I could have never paid the favor back and didn't realize it. Yes I called corporate ( thanks in advance for the tip), but their kind of discrimination Is so one way closet protected it gets silent when it happens that I didn't get any kind of answer. It is their right to do it. Nobodies right to do it to them. Advantage closet. Taboo subject thanks to the one ways closet protection. Sorry, but they should be treated like the rest of us. Open transparent and not be allowed to blackmail harrasss entrap or rule in ANY one way fashion like they do. Closet victim lying about victimhood manipulating reasons or not. NOT better. It is called equal rights. Oh no, sorry. I don't have any proff of purchases. It has been awhile since I been there. Could maybe scrounge one up but that'll take a while if not forever. Got my old Costco card though. I think. Ask if really necessary. Thanks.","Date of experience: October 22, 2022",2022.0,October,sitejabber,Colorado,6,4,2022-10-22,October,2022.0
I have ordered two items from this website: (1) a...,https://www.sitejabber.com/reviews/costco.com#12,0,2011,August,"I have ordered two items from this website: (1) a Deluxe Tub and Transfer Bench, when I was released from a skilled nursing facility--following a short rehabilitation, with PT and OT (physical therapy and occupational therapy)--due to a serious foot injury and (2) a 42"" Philips 1080p LCD [flat screen] HDTV, during my continuing a Physical Therapy rehabilitation at home with a wheelchair, crutches and a walker. Until I could walk again, I enjoyed many Major League Baseball games on a new HDTV. Both times I received FREE SHIPPING--even on the heavy HDTV--and an ONLINE $200 REBATE on the HDTV. Emails confirmed both internet orders and both shipping dates with a UPS tracking number. Everything worked without any hitches, and I was quite pleased with the merchandise and the customer service.
Otherwise, I have been a regular customer at my local Costco warehouse, where I quickly upgraded to an Executive Member during my wife's and my first year as a Costco family. Our annual rebates from both Costco and American Express paid for the membership fee, plus more, each year. We noticed quickly that cashiers remained the same from month to month; Costco treated them well, so a reduced staff turnover meant consistent customer service. From Michelin tires to currently bestselling books to fresh fruits or vegetables, we've never been disappointed. If a clothing item proved to be sized incorrectly or a special sale item failed to satisfy, then the Return Desk always credited my American Express Costco credit card--without any questions or hassles. We have never been dissatisfied with Costco!
I forgot to mention gasoline sales with a staff member available; licensed opticians for prescription eyeglasses; the full pharmacy; and the fresh, locally-baked breads, cakes and other pastries. (Everything you need and want can be found at Costco.)","Date of experience: August 9, 2011",2011.0,August,sitejabber,North Carolina,1,3,2011-08-09,August,2011.0
Worse experience of my life. Nightmare,https://www.sitejabber.com/reviews/costco.com#2310,0,2023,September,Lucky me that my appliances decided to stop working at once. I ordered dishwasher first from costco online and the delivery took a month without no proper communication. The main issues comes with the dryer i ordered. I chatted with costco agent and they guided even if u have gas dryer and u like to replace with electric you can do that without any pre requisites. So i ordered electric. This happened twice as the first order did go through though the payment was deducted from my bank and I'm still fighting for my refund. Almost 40days now. Well the second time delivery guy refused to bring the machine inside my house as he said you have gas connection and need electric setup before we install this. They canceled that order and asked me to order a gas dryer. Now i ordered gas order Only to find out that it was delivered damaged and the guy who was i installing the machine was so mad not sure on who but was swearing and mind it i was alone at home and I'm 4 months pregnant. Another failed attempt. Now they left machine in between the walkway my bedrooms saying we are coming back to pickup this piece. Well guess what that never happened and I was abt to fall so many times passing through that narrow passage. It's been 20days noone come to pickup up. Now I was waiting for the exchange and they don't have that same machine in stock and I had to order the expense version. While talking to them on the phone they are not calling it harassment but just the minor miscommunication and offered ne 50$ compensation. Really u think tjis whole thing is just a minor thing? I left tons of feedback everywhere as I can but doesn't feel like they really care. I'm thinking to sue them with all the stress they gave me during my pregnancy days. I'm expecting delivery and haul away on tomorrow the September 12th. Will keep posted what happens now. I have no hope from them. Still waiting for my refund for 3 machines I ordered in exchange.,"Date of experience: September 11, 2023",2023.0,September,sitejabber,Pennsylvania,1,0,2023-09-11,September,2023.0
Beware the Mileage Warranties for Tires at Costco Tire Centers,https://www.sitejabber.com/reviews/costco.com#1297,0,2020,July,"In November 2017 we purchased a set of Michelin Tires from the Costco Tire Center in Burnsville, MN for our 2014 Hyundai Elantra. The Tires we purchased supposedly had a 60,000 mile warranty on them. When we recently took the car in for a regular oil change, the mechanic told us the tires on the back of the car were almost totally worn out. We only had 24,000 miles on those tires. He called me into the garage where he had the car on the rack and I saw that the outside of each tire was completely bald, while the inner side of the tire had some tread, but not much. The front tires were in better shape, but at least 3/4 of the tread was gone on them too. I took the car in to the Costco Tire Center, expecting them to provide me some discount on a set of new tires, based on the premature wear of the tires. I expected some type of pro-rata discount. He said that the wear was funny and that it must be some type of mechanical problem. He also said that the tires hadn't been rotated twice, as they should have been, and they weren't going to warranty the tires in way. I admitted that we probably hadn't rotated the tires, but there is no way they should have worn that way in just 24,000 miles. Long story short, I had to buy a new set of tires after just 24,000 miles. Just beware that when you buy tires with these supposedly high mileage warranties, and you do have a problem with the tread wearing out much earlier, the Tire Center at the Store will look for any way to void that warranty. I am convinced that even if I had rotated the tires, they would have simply said it was some type of mechanical problem. I had truly come to expect more from Costco.","Date of experience: July 3, 2020",2020.0,July,sitejabber,Wisconsin,1,0,2020-07-03,July,2020.0
Great!,https://www.sitejabber.com/reviews/costco.com#763,0,2016,September,,"Date of experience: September 17, 2016",2016.0,September,sitejabber,Michigan,20,42,2016-09-17,September,2016.0
Just go to the store,https://www.sitejabber.com/reviews/costco.com#1256,0,2020,February,"What a terrible website, customer service and overall experience. Even the store folks disassociate themselves from their online counter parts. I traveled 30 miles to my local store and they said I must contact the online store via phone or email in order to resolve any disputes. They made it clear they were not affiliated with online shopping, except by name. They were embarrassed.
Poorly managed website: They tell you to do the obvious when calling for support. They advise using Goggle Chrome rather than Fire Fox, Explorer, Edge... Are you kidding me? Their system has glitches in most browsers.
I could not place item in cart, obtain additional information and their site locked up...
After finally placing an order, the following day: In bold letters they provide an estimated delivery day. DO NOT USE THAT DAY FOR ANYTHING. Rather, read the fine print stating up to 4 weeks that does not appear at the time of the order placement but shows up a week afterwards when you select item. This is what the customer service representatives read out to you when you call and attempt to inform them, ""I can read what it says now, it was different when the order was placed a week ago."" They were unable to comprehend that the delivery information had changed from the time I placed my order to the currently displayed information. They change the estimated delivery date without a courtesy email or call. Which may not be an issue except when you using a cooler for a refrigerator.
Customer service representatives were unable to answer simple questions: It's the system or distribution or delivery service... always they, them or the system... never an individual nor Costco, just the other company fault. I spent 2 hours on the phone with Costco then the distributor (LG) then the delivery service (Innovel). The only one worth a dam was Innovel. They were very clear on what their job is and Innovel provides concise answers to simple questions. Innovel is very well managed with professionals working the phones.
Costco stores are very well managed but their online management is incompetent. They need to know how to manage online shopping, understand how distribution works and hold people accountable and train their customer service representatives on the basics. Other than that, not bad. Shop at their stores, stay away from online shopping until they get new management or learn how to run web based shopping.","Date of experience: February 5, 2020",2020.0,February,sitejabber,Texas,1,3,2020-02-05,February,2020.0
Communication about appliance delivery and install awful,https://www.sitejabber.com/reviews/costco.com#1355,0,2021,January,"I had purchased a dishwasher on Costco.com. I chose my delivery date when I placed my order, which was at least 3 weeks in advance of the chosen date. I had uninstalled the current dishwasher according to the instructions, and was all ready for my delivery and install. I waited and waited but never received any phone call confirming the delivery and time frame, so finally, on the eve of delivery, I called up Costoco Concierge to find out what the status was. They then informed me that my delivery and install were not going to happen because they were overbooked, and that I had to reschedule. This was extremely inconvenient for me since I had arranged for my parents to be here when the delivery and install were to take place. They drove 3 hours down to my house to be here for a delivery and install that never happened. I was most upset that I had to be the one who called to find out this information. When were they going to tell me? Apparently never. Morever, I had booked this delivery and install 3 weeks in advance. Why was I the one who ended up getting rescheduled? It's not a fair business practice.
Anyway, I ended up taking the next available date which was 2 weeks out. This meant that I was without a dishwasher for the entire 2 weeks, which was another extreme inconvenience. The delivery occurred as scheduled and I did receive a call the night before and the day of. Unfortunately, the install did not follow the same suit. I never heard a peep, and finally on the morning of the installation, I again called up Costco Concierge. They couldn't help me, and made me call up Costco Logistics. They then confirmed the install was going to take place later that day. Again, when were they going to tell me this info? The runaround I got left me very upset. The actual delivery and install teams were great, but the communication from Costco was severely lacking.","Date of experience: January 7, 2021",2021.0,January,sitejabber,Delaware,1,2,2021-01-07,January,2021.0
